"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"19/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"19/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"19/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"19/08/2008","TOTAL","7.20","5.49","7.20","7.20","0.00","7.20","0","7.20","0.00","0.00",""
"19/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","200.00",""
"19/08/2008","UNIL","3.00","2.11","3.00","3.00","0.00","3.00","0","3.00","0.00","0.00",""
"18/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","","","0.00",""
"18/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.00","0.12","0.00",""
"18/08/2008","ACI","0.08","0.03","0.08","0.08","0.00","0.08","0","0.08","0.00","0.00",""
"18/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"18/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"18/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"18/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","400.00",""
"18/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.66","300.00",""
"18/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","","","0.00",""
"18/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"18/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"18/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"18/08/2008","EBG","4.63","2.00","4.62","4.62","0.00","4.63","0.01","4.62","0.00","354,300.00",""
"18/08/2008","EIC","2.64","1.30","2.63","2.63","0.00","2.64","0.01","2.63","0.00","700.00",""
"18/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.44","0.00",""
"18/08/2008","FML","4.62","2.39","4.60","4.60","0.00","4.62","0.02","4.62","0.00","100.00",""
"18/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.34","0.00",""
"18/08/2008","GGBL","2.35","1.23","2.35","2.35","0.00","2.35","0","","","4,200.00",""
"18/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","600.00",""
"18/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"18/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"18/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","600.00",""
"18/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","","","0.00",""
"18/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","0.00","0.21","0.00",""
"18/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","0.00","0.07","0.00",""
"18/08/2008","PZC","1.00","0.83","1.00","1.00","0.00","1.00","0","1.00","0.00","0.00",""
"18/08/2008","SCB","37.07","26.00","37.07","37.07","0.00","37.07","0","37.07","0.00","0.00",""
"18/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"18/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.35","0.00",""
"18/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.62","500.00",""
"18/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","1,900.00",""
"18/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"18/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"18/08/2008","TOTAL","7.20","5.49","7.20","7.20","0.00","7.20","0","7.20","0.00","0.00",""
"18/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","0.00",""
"18/08/2008","UNIL","3.00","2.11","3.00","3.00","0.00","3.00","0","3.00","0.00","1,900.00",""
"15/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","","","0.00",""
"15/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","","100.00",""
"15/08/2008","ACI","0.08","0.03","0.07","0.07","0.00","0.08","0.01","","","51,400.00",""
"15/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"15/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","2,100.00",""
"15/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"15/08/2008","BAT","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00",""
"15/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","100.00",""
"15/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.66","0.00",""
"15/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","0.00","0.04","400.00",""
"15/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"15/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","0.00","0.16","75,300.00",""
"15/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"15/08/2008","EBG","4.62","2.00","4.61","4.61","0.00","4.62","0.01","4.61","0.00","1,553,500.00",""
"15/08/2008","EIC","2.63","1.30","2.63","2.63","0.00","2.63","0","2.64","0.00","4,100.00",""
"15/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.44","1,000.00",""
"15/08/2008","FML","4.60","2.39","4.30","4.30","0.00","4.60","0.3","4.30","0.00","3,000.00",""
"15/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.35","2,800.00",""
"15/08/2008","GGBL","2.35","1.23","2.35","2.35","0.00","2.35","0","2.35","0.00","0.00",""
"15/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","100.00",""
"15/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"15/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"15/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"15/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","0.00","0.21","0.00",""
"15/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","","","0.00",""
"15/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","0.00","0.07","0.00",""
"15/08/2008","PZC","1.00","0.83","1.00","1.00","0.00","1.00","0","","","0.00",""
"15/08/2008","SCB","37.07","26.00","37.07","37.07","0.00","37.07","0","37.07","0.00","600.00",""
"15/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"15/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.35","0.00",""
"15/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.62","2,000.00",""
"15/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"15/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"15/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"15/08/2008","TOTAL","7.20","5.49","6.20","6.20","0.00","7.20","1","6.20","0.00","3,400.00",""
"15/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","0.00",""
"15/08/2008","UNIL","3.00","2.11","3.00","3.00","0.00","3.00","0","3.00","0.00","11,600.00",""
"14/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","","","0.00",""
"14/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.00","0.12","0.00",""
"14/08/2008","ACI","0.07","0.03","0.07","0.07","0.00","0.07","0","","","0.00",""
"14/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"14/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"14/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"14/08/2008","BAT","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00",""
"14/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","1,400.00",""
"14/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.66","10,500.00",""
"14/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","0.00","0.04","0.00",""
"14/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"14/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"14/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","1,100.00",""
"14/08/2008","EBG","4.61","2.00","4.39","4.39","0.00","4.61","0.22","4.60","0.00","826,100.00",""
"14/08/2008","EIC","2.63","1.30","2.63","2.63","0.00","2.63","0","2.63","0.00","0.00",""
"14/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.45","3,800.00",""
"14/08/2008","FML","4.30","2.39","3.91","3.91","0.00","4.30","0.39","3.91","0.00","2,200.00",""
"14/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.34","200.00",""
"14/08/2008","GGBL","2.35","1.23","2.35","2.35","0.00","2.35","0","","","0.00",""
"14/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","0.00",""
"14/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"14/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"14/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"14/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","0.00","0.21","60,300.00",""
"14/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","0.00","0.22","0.00",""
"14/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","0.00","0.07","0.00",""
"14/08/2008","PZC","1.00","0.83","1.00","1.00","0.00","1.00","0","1.00","0.00","0.00",""
"14/08/2008","SCB","37.07","26.00","37.07","37.07","0.00","37.07","0","","","200.00",""
"14/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"14/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.35","0.00",""
"14/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.63","2,600.00",""
"14/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"14/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"14/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"14/08/2008","TOTAL","6.20","5.49","6.20","6.20","0.00","6.20","0","6.20","0.00","100.00",""
"14/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","0.00",""
"14/08/2008","UNIL","3.00","2.11","2.97","2.97","0.00","3.00","0.03","2.97","0.00","10,100.00",""
"13/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","","","300.00",""
"13/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.00","0.12","0.00",""
"13/08/2008","ACI","0.07","0.03","0.07","0.07","0.00","0.07","0","0.07","0.00","0.00",""
"13/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"13/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.59","0.62","0.00",""
"13/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","5,000.00",""
"13/08/2008","BAT","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00",""
"13/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","6,900.00",""
"13/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.66","4,900.00",""
"13/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","0.00","0.04","18,700.00",""
"13/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"13/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"13/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","800.00",""
"13/08/2008","EBG","4.39","2.00","4.39","4.39","0.00","4.39","0","","","0.00",""
"13/08/2008","EIC","2.63","1.30","2.63","2.63","0.00","2.63","0","2.63","0.00","0.00",""
"13/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.45","0.00",""
"13/08/2008","FML","3.91","2.39","3.91","3.91","0.00","3.91","0","3.91","0.00","0.00",""
"13/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.34","13,100.00",""
"13/08/2008","GGBL","2.35","1.23","2.35","2.35","0.00","2.35","0","","","100.00",""
"13/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","11,100.00",""
"13/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"13/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"13/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"13/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","0.00","0.21","155,300.00",""
"13/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","0.00","0.22","0.00",""
"13/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","0.00","0.07","0.00",""
"13/08/2008","PZC","1.00","0.83","1.00","1.00","0.00","1.00","0","1.00","0.00","8,600.00",""
"13/08/2008","SCB","37.07","26.00","37.07","37.07","0.00","37.07","0","37.07","0.00","0.00",""
"13/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"13/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.34","0.00",""
"13/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.62","9,700.00",""
"13/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","3,900.00",""
"13/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"13/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"13/08/2008","TOTAL","6.20","5.49","6.20","6.20","0.00","6.20","0","6.20","0.00","0.00",""
"13/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","0.00",""
"13/08/2008","UNIL","2.97","2.11","2.96","2.96","0.00","2.97","0.01","2.97","0.00","500.00",""
"12/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","","","0.00",""
"12/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","","0.00",""
"12/08/2008","ACI","0.07","0.03","0.07","0.07","0.00","0.07","0","","","0.00",""
"12/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"12/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","5,400.00",""
"12/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"12/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","1,000.00",""
"12/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.66","1,300.00",""
"12/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","0.00","0.04","0.00",""
"12/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"12/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"12/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"12/08/2008","EBG","4.39","2.00","4.39","4.39","0.00","4.39","0","","","1,500.00",""
"12/08/2008","EIC","2.63","1.30","2.61","2.61","0.00","2.63","0.02","2.61","0.00","3,800.00",""
"12/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.45","1,600.00",""
"12/08/2008","FML","3.91","2.39","3.91","3.91","0.00","3.91","0","3.92","0.00","0.00",""
"12/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.34","1,800.00",""
"12/08/2008","GGBL","2.35","1.23","2.35","2.35","0.00","2.35","0","","","1,700.00",""
"12/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","1,200.00",""
"12/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"12/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"12/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","300.00",""
"12/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","0.00","0.21","0.00",""
"12/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","0.00","0.22","0.00",""
"12/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","0.00","0.07","0.00",""
"12/08/2008","PZC","1.00","0.83","1.00","1.00","0.00","1.00","0","1.00","0.00","0.00",""
"12/08/2008","SCB","37.07","26.00","37.07","37.07","0.00","37.07","0","37.07","0.00","0.00",""
"12/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"12/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.35","200.00",""
"12/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.61","2,500.00",""
"12/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"12/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"12/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"12/08/2008","TOTAL","6.20","5.49","6.20","6.20","0.00","6.20","0","6.20","0.00","0.00",""
"12/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.11","0.00",""
"12/08/2008","UNIL","2.96","2.11","2.95","2.95","0.00","2.96","0.01","2.95","0.00","100.00",""
"11/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","","","0.00",""
"11/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.00","0.12","0.00",""
"11/08/2008","ACI","0.07","0.03","0.06","0.06","0.00","0.07","0.01","0.06","0.00","577,600.00",""
"11/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"11/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"11/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"11/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","400.00",""
"11/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.70","0.00",""
"11/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","0.00","0.04","0.00",""
"11/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"11/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","","","0.00",""
"11/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"11/08/2008","EBG","4.39","2.00","4.39","4.39","0.00","4.39","0","4.39","0.00","4,700.00",""
"11/08/2008","EIC","2.61","1.30","2.60","2.60","0.00","2.61","0.01","2.60","0.00","300.00",""
"11/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.45","7,300.00",""
"11/08/2008","FML","3.91","2.39","3.91","3.91","0.00","3.91","0","3.91","0.00","0.00",""
"11/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.35","100.00",""
"11/08/2008","GGBL","2.35","1.23","2.35","2.35","0.00","2.35","0","","","4,300.00",""
"11/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.39","1,000.00",""
"11/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"11/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"11/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","100,000.00",""
"11/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","0.00","0.20","3,800.00",""
"11/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","0.00","0.22","0.00",""
"11/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","0.00","0.07","0.00",""
"11/08/2008","PZC","1.00","0.83","1.00","1.00","0.00","1.00","0","1.00","0.00","0.00",""
"11/08/2008","SCB","37.07","26.00","37.07","37.07","0.00","37.07","0","37.07","0.00","0.00",""
"11/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"11/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.35","0.00",""
"11/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.63","500.00",""
"11/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"11/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"11/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"11/08/2008","TOTAL","6.20","5.49","6.20","6.20","0.00","6.20","0","6.20","0.00","0.00",""
"11/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","0.00",""
"11/08/2008","UNIL","2.95","2.11","2.94","2.94","0.00","2.95","0.01","2.94","0.00","1,000.00",""
"08/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","0.00","0.35","200.00",""
"08/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","0.00","0.12","0.00",""
"08/08/2008","ACI","0.06","0.03","0.06","0.06","0.00","0.06","0","0.07","0.00","0.00",""
"08/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"08/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"08/08/2008","AYRTN","0.17","0.10","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"08/08/2008","BOPP","1.30","0.44","1.30","1.30","0.00","1.30","0","0.00","1.30","2,100.00",""
"08/08/2008","CAL","0.70","0.44","0.70","0.70","0.00","0.70","0","0.00","0.70","100.00",""
"08/08/2008","CFAO","0.04","0.04","0.04","0.04","0.00","0.04","0","0.00","0.04","0.00",""
"08/08/2008","CLYD","0.08","0.08","0.08","0.08","0.00","0.08","0","0.00","0.08","0.00",""
"08/08/2008","CMLT","0.17","0.16","0.16","0.16","0.00","0.16","0","0.00","0.16","0.00",""
"08/08/2008","CPC","0.05","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","13,800.00",""
"08/08/2008","EBG","4.39","2.00","4.38","4.38","0.00","4.39","0.01","4.38","0.00","300.00",""
"08/08/2008","EIC","2.60","1.30","2.58","2.58","0.00","2.60","0.02","2.60","0.00","8,000.00",""
"08/08/2008","ETI","0.47","0.26","0.45","0.45","0.00","0.45","0","0.00","0.45","4,800.00",""
"08/08/2008","FML","3.91","2.39","3.91","3.91","0.00","3.91","0","","","100.00",""
"08/08/2008","GCB","1.38","1.00","1.35","1.35","0.00","1.35","0","0.00","1.35","0.00",""
"08/08/2008","GGBL","2.35","1.23","2.32","2.32","0.00","2.35","0.03","","","25,000.00",""
"08/08/2008","GOIL","0.40","0.25","0.40","0.40","0.00","0.40","0","0.00","0.40","20,400.00",""
"08/08/2008","GSR","3.10","3.10","3.10","3.10","0.00","3.10","0","0.00","3.10","0.00",""
"08/08/2008","GWEB","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","0.00",""
"08/08/2008","HFC","0.62","0.54","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
"08/08/2008","MLC","0.21","0.21","0.21","0.21","0.00","0.21","0","0.00","0.21","0.00",""
"08/08/2008","PBC","0.24","0.22","0.22","0.22","0.00","0.22","0","0.00","0.21","0.00",""
"08/08/2008","PKL","0.08","0.07","0.07","0.07","0.00","0.07","0","","","0.00",""
"08/08/2008","PZC","1.00","0.83","0.96","0.96","0.00","1.00","0.04","1.00","0.00","2,300.00",""
"08/08/2008","SCB","37.07","26.00","37.06","37.06","0.00","37.07","0.01","37.06","0.00","400.00",""
"08/08/2008","SCB PREF","0.52","0.52","0.52","0.52","0.00","0.52","0","","","0.00",""
"08/08/2008","SG-SSB","1.49","1.25","1.35","1.35","0.00","1.35","0","0.00","1.35","0.00",""
"08/08/2008","SIC","0.63","0.33","0.63","0.63","0.00","0.63","0","0.00","0.63","21,900.00",""
"08/08/2008","SPL","0.06","0.05","0.05","0.05","0.00","0.05","0","0.00","0.05","14,600.00",""
"08/08/2008","SWL","0.03","0.03","0.03","0.03","0.00","0.03","0","","","0.00",""
"08/08/2008","TBL","1.33","1.33","1.33","1.33","0.00","1.33","0","0.00","1.33","0.00",""
"08/08/2008","TOTAL","6.20","5.49","6.17","6.17","0.00","6.20","0.03","","","500.00",""
"08/08/2008","TRANSOL","0.12","0.11","0.11","0.11","0.00","0.11","0","0.00","0.10","0.00",""
"08/08/2008","UNIL","2.94","2.11","2.89","2.89","0.00","2.94","0.05","2.89","0.00","3,700.00",""
"07/08/2008","AADS","0.35","0.35","0.35","0.35","0.00","0.35","0","0.00","0.35","0.00",""
"07/08/2008","ABL","0.12","0.12","0.12","0.12","0.00","0.12","0","","","0.00",""
"07/08/2008","ACI","0.06","0.03","0.06","0.06","0.00","0.06","0","0.06","0.00","0.00",""
"07/08/2008","AGA","30.00","30.00","30.00","30.00","0.00","30.00","0","","","0.00",""
"07/08/2008","ALW","0.71","0.62","0.62","0.62","0.00","0.62","0","0.00","0.62","0.00",""
